participant_id,best_nll,best_initial_guess,best_parameters,best_EV,exploitation,AIC,BIC
296,128.02232922342438,"[3.795208924583014, 0.3005525768323497]",[0.01308068 0.03568992],[-57.13911536 -79.34121409  41.1141365  -13.77506571],"['exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration']",260.04465844684876,265.2348981471179
297,137.24336052094233,"[0.6254926492923992, 0.8891599850329124]",[0.0001 0.0001],[99.8600185  99.77515745 99.95006749 99.70103299],"['exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",278.48672104188466,283.6769607421538
298,137.24319614228938,"[0.4203614585515799, 0.9269231992457947]",[0.0001 0.0001],[-99.7553182  -99.82538459 -99.8800475  -99.70025489],"['exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",278.48639228457876,283.6766319848479
299,134.87928207525934,"[0.53959114764266, 0.12096880911806253]",[6.56451050e-04 9.43114064e-01],[ 199.98765492   59.7625382  -199.98765493  607.33597712],"['exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",273.7585641505187,278.94880385078784
300,115.93614621920423,"[1.281022149254094, 0.006840841867980299]",[1.61043339e+00 1.00000000e-04],[-199.28148803 -199.9250225  -199.75013748 -199.10646756],"['exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration']",235.87229243840846,241.06253213867765
301,136.67968943476163,"[0.8163695748408302, 0.45260152971179646]",[2.95722179e-04 9.99900000e-01],[ 199.9999875   99.9999925 -199.9999875 -100.       ],"['exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation']",277.35937886952325,282.5496185697924
302,127.35338683917044,"[2.805988326248014, 0.5127917137593025]",[0.01546738 0.02939683],[ -71.5931739  -116.65487255  -80.84677904 -164.09309141],"['exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",258.7067736783409,263.89701337861004
303,98.6562063714811,"[0.5018707571677409, 0.3043539924536279]",[0.06054173 0.01160439],[-131.71874607 -147.89184693 -200.         -183.65182802],"['exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration']",201.3124127429622,206.5026524432314
304,116.88525255894297,"[0.3923978585943508, 0.09619591424482216]",[0.02366769 0.0168114 ],[-169.23679361 -168.15857613 -112.17759131  -56.43925671],"['exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration']",237.77050511788593,242.96074481815512
305,132.64097035716281,"[0.2147722091428579, 0.8818295161962215]",[9.50154314e-04 9.99900000e-01],[-1049.8749875   100.         -200.          -99.925    ],"['exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration']",269.28194071432563,274.4721804145948
306,137.19365088275234,"[0.5655242334482619, 0.40773911724053213]",[3.93649658e-01 1.00000000e-04],[99.74027288 99.62541225 99.84020186 99.85522283],"['exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration']",278.3873017655047,283.57754146577383
307,136.09385387378066,"[0.13131231662074003, 0.07408437304331203]",[0.16010879 0.00150398],[97.25504866 96.66149388 98.18136845 97.16042912],"['exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",276.1877077475613,281.3779474478305
308,137.24314976961548,"[0.535132547718425, 0.9909946947344168]",[0.0001 0.0001],[99.81514796 99.55069691 99.82036413 99.92508997],"['exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",278.48629953923097,283.67653923950013
309,121.78052249252329,"[1.502080022446032, 0.05532426496785617]",[0.0328397  0.03349454],[ -72.00803336 -119.95983964 -130.31952304  -96.21945901],"['exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration']",247.56104498504658,252.75128468531577
310,137.24339921764022,"[0.21016367488178955, 0.9695809024197298]",[0.0001 0.0001],[199.12622391 199.62517996 199.54048268 199.62548718],"['exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration']",278.48679843528043,283.6770381355496
311,129.28141175986164,"[1.4599341141448823, 0.14754009589575917]",[0.00135881 0.9999    ],[-1049.8749875  -649.9249925  -200.          649.9249925],"['exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration']",262.5628235197233,267.75306321999244
312,126.9152262895445,"[0.24526573480084168, 0.01263945695205628]",[0.01538027 0.0306196 ],[ -63.94013945 -124.05474263 -133.24635965 -127.92015465],"['exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploration']",257.830452579089,263.0206922793582
313,133.02688277968295,"[1.5666121364780774, 0.24352291069223753]",[9.57543291e-04 9.99900000e-01],[-1049.8749875  -649.9249925  -199.875      -100.       ],"['exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploitation', 'exploration']",270.0537655593659,275.24400525963506
314,137.24429834716767,"[0.45904775982045376, 0.4098938459921795]",[0.0001 0.0001],[199.875      199.62517996 199.70035482 199.08755293],"['exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploitation', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploitation', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration', 'exploration']",278.48859669433534,283.6788363946045
